Time,Open,High,Low,Last,Change,%Chg,Volume
2003-07-28,9971.383130745658,9973.531672682908,9891.887079067656,9917.66958231458,-22.0,-0.24%,54678.0
2003-07-29,9918.743853283206,9958.491879122193,9816.688111264151,9870.40165969523,-44.0,-0.48%,57987.0
2003-07-30,9876.847285506965,9921.966666189064,9819.910924170024,9859.658950009018,-10.0,-0.11%,45554.0
2003-07-31,9865.03030485213,10036.913659831578,9848.916240322786,9890.812808099052,29.0,+0.32%,62279.0
2003-08-01,9902.629788753879,9935.93218878115,9791.979878985865,9818.836653201395,-67.0,-0.73%,50717.0
2003-08-04,9797.351233828957,9874.69874356972,9696.369762778526,9833.876446762097,14.0,+0.15%,57663.0
2003-08-05,9833.876446762097,9855.361866134526,9634.062046598485,9639.43340144158,-181.0,-1.98%,56141.0
2003-08-06,9642.656214347453,9793.05414995448,9641.581943378837,9702.815388590257,59.0,+0.66%,63136.0
2003-08-07,9704.963930527501,9801.648317703444,9673.810072437478,9795.20269189172,86.0,+0.95%,50186.0
2003-08-08,9784.459982205502,9869.327388726599,9776.940085425154,9863.95603388351,64.0,+0.70%,38456.0
2003-08-11,9860.733220977638,9917.66958231458,9798.42550479759,9889.73853713043,24.0,+0.26%,40978.0
2003-08-12,9892.961350036287,9987.497195274991,9868.253117757984,9977.82875655739,82.0,+0.89%,43724.0
2003-08-13,9968.160317839798,10011.13115658466,9900.481246816631,9952.046253310464,-24.0,-0.26%,49026.0
2003-08-14,9949.89771137323,10012.205427553286,9849.990511291413,9915.521040377333,-34.0,-0.37%,49008.0
2003-08-15,9952.046253310464,10021.87386627088,9938.080730718397,10017.576782396396,95.0,+1.03%,26338.0
2003-08-18,10012.205427553286,10109.964085697848,10001.462717867067,10100.295646980248,77.0,+0.83%,37877.0
2003-08-19,10106.741272791984,10136.820859913385,10028.319492082604,10121.78106635268,20.0,+0.21%,50681.0
2003-08-20,10092.77575019989,10121.78106635268,10051.953453392282,10087.404395356794,-32.0,-0.34%,43996.0
2003-08-21,10086.33012438817,10189.460137375838,10079.884498576444,10115.335440540952,26.0,+0.28%,57667.0
2003-08-22,10112.112627635099,10203.425659967937,10026.170950145364,10036.913659831578,-73.0,-0.78%,45935.0
2003-08-25,10035.839388862956,10050.879182423661,9964.93750493393,10012.205427553286,-23.0,-0.25%,38998.0
2003-08-26,10005.759801741548,10048.73064048641,9912.298227471478,10024.022408208111,11.0,+0.12%,53067.0
2003-08-27,10035.839388862956,10040.136472737446,9991.794279149472,10015.428240459149,-8.0,-0.09%,30865.0
2003-08-28,10008.982614647413,10087.404395356794,9939.155001687013,10060.547621141257,42.0,+0.45%,43844.0
2003-08-29,10058.399079204013,10120.706795384069,10033.690846925712,10107.815543760606,44.0,+0.47%,28631.0
2003-09-02,10132.523776038906,10239.950872901065,10073.438872764715,10228.133892246222,112.0,+1.19%,57152.0
2003-09-03,10228.133892246222,10304.407131018357,10212.019827716906,10281.847440677304,50.0,+0.53%,62819.0
2003-09-04,10267.88191808522,10331.263905233893,10242.0994148383,10301.184318112493,18.0,+0.19%,48528.0
2003-09-05,10296.887234238,10305.481401986975,10157.232008317204,10210.94555674828,-84.0,-0.88%,54442.0
2003-09-08,10207.722743842412,10306.555672955603,10203.425659967937,10290.441608426272,74.0,+0.78%,47129.0
2003-09-09,10301.184318112493,10318.372653610439,10189.460137375838,10219.539724497256,-66.0,-0.69%,44384.0
2003-09-10,10215.242640622766,10222.762537403112,10091.701479231284,10134.67231797614,-79.0,-0.83%,51915.0
2003-09-11,10146.460288878045,10228.251865241504,10120.631370026413,10180.898847346865,26.0,+0.28%,14945.0
2003-09-15,10162.603363160308,10177.670232490414,10119.55516507427,10133.545829452227,-21.0,-0.22%,43483.0
2003-09-16,10134.622034404389,10277.75729304044,10128.164804691482,10262.69042371033,120.0,+1.27%,44152.0
2003-09-17,10273.452473231844,10286.366932657656,10228.251865241504,10250.85216923668,-11.0,-0.12%,43802.0
2003-09-18,10244.394939523772,10362.777484260363,10226.09945533721,10358.47266445176,100.0,+1.05%,53027.0
2003-09-19,10360.62507435606,10384.301583303379,10301.43380198777,10332.643745600137,-24.0,-0.25%,42582.0
2003-09-22,10292.824162370553,10292.824162370553,10181.975052299027,10230.404275145811,-95.0,-0.99%,49296.0
2003-09-23,10237.937709810858,10274.528678183991,10191.660896868378,10253.004579140968,21.0,+0.22%,49005.0
2003-09-24,10256.233193997426,10285.290727705504,10095.878656126959,10108.793115552766,-134.0,-1.41%,68061.0
2003-09-25,10115.250345265666,10146.460288878045,9963.505447012405,9987.18195595972,-113.0,-1.20%,61840.0
2003-09-26,9996.86780052908,10037.763588710814,9961.353037108098,9987.18195595972,0.0,0.00%,58266.0
2003-09-29,9986.105751007564,10079.735581844687,9962.429242060249,10053.906662993058,62.0,+0.67%,61841.0
2003-09-30,10052.830458040919,10062.516302610276,9895.704535026893,9963.505447012405,-84.0,-0.90%,75220.0
2003-10-01,9972.115086629605,10158.298543351699,9963.505447012405,10155.06992849525,178.0,+1.92%,58652.0
2003-10-02,10146.460288878045,10203.499151342041,10109.869320504922,10188.43228201192,31.0,+0.33%,55239.0
2003-10-03,10189.508486964083,10369.234713973257,10172.289207729664,10269.147653423239,75.0,+0.79%,67171.0
2003-10-06,10258.38560390173,10325.110310935095,10255.156989045272,10312.195851509268,40.0,+0.42%,34965.0
2003-10-07,10303.586211892063,10361.701279308198,10228.251865241504,10349.863024834562,35.0,+0.37%,56305.0
2003-10-08,10342.329590169491,10377.84435359048,10290.67175246625,10348.786819882394,-1.0,-0.01%,50164.0
2003-10-09,10355.244049595301,10481.160028996956,10333.719950552286,10398.292247681335,46.0,+0.48%,58376.0
2003-10-10,10385.377788255526,10438.111830910915,10359.548869403905,10411.206707107152,12.0,+0.12%,37310.0
2003-10-13,10416.5877318679,10492.998283470613,10416.5877318679,10476.855209188341,61.0,+0.63%,25131.0
2003-10-14,10496.226898327066,10545.732326126003,10439.188035863071,10527.436841939429,47.0,+0.48%,46440.0
2003-10-15,10536.046481556643,10595.237753924937,10476.855209188341,10512.369972609325,-14.0,-0.14%,49022.0
2003-10-16,10490.845873566317,10544.656121173846,10442.416650719524,10515.598587465778,3.0,+0.03%,59647.0
2003-10-17,10503.760332992124,10540.351301365255,10413.35911701145,10437.035625958766,-73.0,-0.75%,48711.0
2003-10-20,10432.730806150163,10534.970276604497,10417.663936820054,10502.684128039964,61.0,+0.63%,45776.0
